ORF	Column 0	Column 1	Column 2	Column 3	Column 4	Column 5	Column 6
YLL026W	0.009999999776482582	0.009999999776482582	-0.18000000715255737	0.8399999737739563	0.9900000095367432	2.4000000953674316	2.680000066757202
YCR010C	-0.49000000953674316	-0.36000001430511475	0.23999999463558197	-0.3799999952316284	-0.41999998688697815	0.5299999713897705	2.6600000858306885
YLR270W	0.10000000149011612	-0.029999999329447746	0.23000000417232513	0.6100000143051147	0.3799999952316284	3.0299999713897705	1.5199999809265137
YHR203C	0.33000001311302185	0.5099999904632568	0.33000001311302185	-0.30000001192092896	-0.11999999731779099	-1.559999942779541	-2.119999885559082
YDL182W	0.10000000149011612	-0.5400000214576721	-0.8899999856948853	-1.3600000143051147	-1.4299999475479126	-1.8899999856948853	-2.0
YMR250W	-0.07000000029802322	0.46000000834465027	1.0199999809265137	1.809999942779541	2.109999895095825	3.0299999713897705	3.1600000858306885
YLR344W	-0.09000000357627869	-0.17000000178813934	-0.36000001430511475	-0.7099999785423279	-0.5099999904632568	-1.559999942779541	-2.4000000953674316
YBR032W	0.0	0.15000000596046448	0.38999998569488525	0.14000000059604645	-0.05999999865889549	-1.090000033378601	-2.4000000953674316
YBR106W	0.23000000417232513	0.28999999165534973	0.20999999344348907	0.05999999865889549	0.009999999776482582	-1.090000033378601	-2.0
YNL200C	-0.2199999988079071	-0.029999999329447746	0.36000001430511475	1.2599999904632568	1.5299999713897705	3.759999990463257	2.5199999809265137
YGL123W	0.10999999940395355	0.15000000596046448	0.4399999976158142	-0.10000000149011612	-0.23000000417232513	-1.5099999904632568	-2.059999942779541
YAL025C	0.30000001192092896	-0.10000000149011612	0.0	-0.7599999904632568	-0.8100000023841858	-2.059999942779541	-2.25
YKL191W	0.10000000149011612	-0.11999999731779099	-0.25	-1.2200000286102295	-1.25	-2.25	-1.2200000286102295
YGR155W	0.20000000298023224	0.1599999964237213	0.0	-0.6200000047683716	-0.9700000286102295	-1.149999976158142	-2.180000066757202
YHR208W	0.20000000298023224	0.1899999976158142	0.10999999940395355	-0.7099999785423279	-0.3199999928474426	-1.0	-2.119999885559082
YKL193C	-0.03999999910593033	-0.14000000059604645	-0.27000001072883606	0.18000000715255737	0.5099999904632568	2.4600000381469727	1.4199999570846558
YGR085C	0.25	0.15000000596046448	0.38999998569488525	-0.03999999910593033	-0.17000000178813934	-0.9200000166893005	-2.180000066757202
YOR215C	0.07999999821186066	0.0	0.3799999952316284	0.7799999713897705	0.9399999976158142	3.4000000953674316	2.859999895095825
YHL033C	0.3400000035762787	0.23000000417232513	0.1899999976158142	-0.18000000715255737	-0.5099999904632568	-1.559999942779541	-2.4700000286102295
YGR159C	0.20000000298023224	0.07000000029802322	0.11999999731779099	-1.059999942779541	-1.090000033378601	-1.0	-2.0
YNL132W	0.10000000149011612	0.07999999821186066	0.029999999329447746	-0.9200000166893005	-1.0299999713897705	-1.940000057220459	-2.25
YNL060C	0.03999999910593033	-0.14000000059604645	-0.14000000059604645	-1.059999942779541	-1.1799999475479126	-2.0	-2.119999885559082
YOL040C	0.10999999940395355	0.05999999865889549	-0.14000000059604645	-0.41999998688697815	-0.5600000023841858	-1.5099999904632568	-2.640000104904175
YNL134C	0.14000000059604645	0.07999999821186066	0.07000000029802322	0.10999999940395355	0.2800000011920929	2.3299999237060547	2.049999952316284
YNL061W	-0.009999999776482582	-0.49000000953674316	-0.41999998688697815	-1.25	-1.3600000143051147	-2.25	0.029999999329447746
YGR088W	0.15000000596046448	0.05999999865889549	0.20999999344348907	0.7300000190734863	0.9599999785423279	3.619999885559082	2.9600000381469727
YBR181C	0.18000000715255737	0.23000000417232513	0.20000000298023224	0.07999999821186066	0.11999999731779099	-1.600000023841858	-2.559999942779541
YIL018W	0.30000001192092896	0.07999999821186066	0.25999999046325684	-0.2199999988079071	-0.17000000178813934	-1.3600000143051147	-2.319999933242798
YNL065W	0.0	0.28999999165534973	-0.2199999988079071	-1.0	-0.2199999988079071	-2.180000066757202	-2.4000000953674316
YBR183W	-0.36000001430511475	-0.4000000059604645	0.4000000059604645	1.0700000524520874	0.8500000238418579	2.5899999141693115	1.4500000476837158
YNL067W	0.03999999910593033	-0.36000001430511475	-0.14000000059604645	-0.4000000059604645	-0.2199999988079071	-0.7099999785423279	-2.4000000953674316
YDR070C	0.009999999776482582	0.07999999821186066	0.05999999865889549	0.009999999776482582	0.25	2.380000114440918	1.6799999475479126
YDR144C	0.14000000059604645	-0.03999999910593033	-0.30000001192092896	-0.8600000143051147	-1.149999976158142	-2.4000000953674316	-2.740000009536743
YNL069C	-0.09000000357627869	-0.03999999910593033	0.30000001192092896	-0.20000000298023224	-0.09000000357627869	-1.1200000047683716	-2.740000009536743
YER053C	-0.20000000298023224	0.3700000047683716	1.0299999713897705	1.5099999904632568	1.6399999856948853	2.2100000381469727	2.619999885559082
YMR110C	0.03999999910593033	0.20999999344348907	0.2800000011920929	0.3199999928474426	0.7599999904632568	2.119999885559082	1.8600000143051147
YIL162W	0.05999999865889549	0.3799999952316284	0.7699999809265137	0.3700000047683716	0.03999999910593033	2.7699999809265137	1.3600000143051147
YDR074W	0.1599999964237213	0.20000000298023224	0.23999999463558197	1.0299999713897705	0.9599999785423279	2.0199999809265137	1.190000057220459
YBR189W	-0.029999999329447746	-0.30000001192092896	0.029999999329447746	-0.27000001072883606	-0.5600000023841858	-2.0	-2.640000104904175
YFR033C	0.05999999865889549	-0.10000000149011612	0.029999999329447746	0.3199999928474426	0.6299999952316284	2.390000104904175	1.8899999856948853
YLR060W	-0.07000000029802322	0.23000000417232513	0.029999999329447746	-0.4300000071525574	-0.41999998688697815	-1.1200000047683716	-2.25
YEL024W	0.07999999821186066	0.2800000011920929	0.5600000023841858	0.8799999952316284	0.9399999976158142	1.9500000476837158	2.3399999141693115
YOR369C	0.10000000149011612	0.07000000029802322	0.23999999463558197	0.15000000596046448	-0.10000000149011612	-0.6399999856948853	-2.059999942779541
YJL144W	-0.4000000059604645	-0.4300000071525574	0.23000000417232513	0.1599999964237213	-0.10000000149011612	2.1500000953674316	1.1200000047683716
YDR077W	0.28999999165534973	0.46000000834465027	0.5099999904632568	1.0299999713897705	1.4500000476837158	2.109999895095825	1.649999976158142
YLR062C	0.1899999976158142	-0.05999999865889549	0.05999999865889549	-0.36000001430511475	-0.10000000149011612	-1.8899999856948853	-2.8399999141693115
YEL026W	-0.14000000059604645	-0.3799999952316284	0.07000000029802322	-0.6000000238418579	-0.9700000286102295	-1.8899999856948853	-2.059999942779541
YJL148W	0.07999999821186066	-0.20000000298023224	0.1599999964237213	-0.7599999904632568	-0.6899999976158142	-1.2899999618530273	-2.4000000953674316
YMR049C	0.07000000029802322	-0.28999999165534973	-0.20000000298023224	-0.9200000166893005	-1.0299999713897705	-1.6399999856948853	-2.059999942779541
YGR160W	0.3199999928474426	0.10999999940395355	-0.25	-1.4700000286102295	-1.4700000286102295	-2.4700000286102295	-3.180000066757202
YCR021C	-0.7900000214576721	0.009999999776482582	1.8799999952316284	1.559999942779541	0.8600000143051147	3.6500000953674316	3.2899999618530273
YHR141C	-0.029999999329447746	-0.20000000298023224	-0.2199999988079071	-0.28999999165534973	-0.36000001430511475	-1.2200000286102295	-2.059999942779541
YLR355C	0.36000001430511475	0.05999999865889549	-0.44999998807907104	-1.25	-1.2200000286102295	-2.4000000953674316	-2.119999885559082
YDR001C	0.14000000059604645	0.029999999329447746	0.44999998807907104	0.8600000143051147	0.6600000262260437	2.049999952316284	1.8799999952316284
YBR116C	-0.17000000178813934	0.18000000715255737	0.03999999910593033	-0.2199999988079071	-0.4300000071525574	1.7799999713897705	2.4100000858306885
YGR236C	-0.14000000059604645	-0.18000000715255737	-0.30000001192092896	-0.49000000953674316	-0.6399999856948853	3.450000047683716	2.819999933242798
YBR117C	0.36000001430511475	0.6299999952316284	0.699999988079071	0.03999999910593033	-0.28999999165534973	1.6299999952316284	2.4600000381469727
YLR356W	-0.11999999731779099	0.0	0.5400000214576721	0.8600000143051147	0.8199999928474426	2.890000104904175	1.8700000047683716
YAL034C	-0.9200000166893005	0.2800000011920929	-0.10000000149011612	-0.7099999785423279	-0.5600000023841858	1.840000033378601	2.1700000762939453
YHR216W	0.3100000023841858	0.30000001192092896	0.3400000035762787	-0.44999998807907104	-0.36000001430511475	-1.840000033378601	-2.25
YMR191W	-0.009999999776482582	0.1599999964237213	0.5799999833106995	0.5199999809265137	0.3799999952316284	1.840000033378601	2.309999942779541
YBL015W	-0.10000000149011612	0.05999999865889549	0.009999999776482582	0.10999999940395355	0.30000001192092896	2.7200000286102295	3.390000104904175
YOR224C	0.15000000596046448	-0.18000000715255737	-0.009999999776482582	-0.44999998807907104	-0.5600000023841858	-1.1200000047683716	-2.119999885559082
YGL135W	0.20999999344348907	0.4000000059604645	0.7099999785423279	0.10000000149011612	-0.17000000178813934	-1.2899999618530273	-2.0
YGR094W	0.10000000149011612	0.23999999463558197	-0.009999999776482582	-0.7400000095367432	-0.4699999988079071	-2.059999942779541	-0.30000001192092896
YOL120C	0.25999999046325684	-0.09000000357627869	0.4000000059604645	-0.17000000178813934	-0.6000000238418579	-1.7899999618530273	-2.4000000953674316
YDL199C	-0.03999999910593033	0.49000000953674316	0.4000000059604645	0.18000000715255737	-0.3400000035762787	1.7200000286102295	2.3299999237060547
YNL141W	-0.17000000178813934	-0.03999999910593033	-0.07000000029802322	-1.25	-1.1799999475479126	-2.8399999141693115	-3.180000066757202
YBR048W	0.10999999940395355	0.20000000298023224	0.07999999821186066	-0.41999998688697815	-1.0	-1.5099999904632568	-2.4700000286102295
YOL121C	0.41999998688697815	0.009999999776482582	0.14000000059604645	-0.11999999731779099	0.009999999776482582	-1.4700000286102295	-2.25
YAL038W	0.10000000149011612	0.1899999976158142	0.28999999165534973	-0.36000001430511475	-0.4000000059604645	-1.3200000524520874	-2.319999933242798
YPR132W	0.10000000149011612	0.009999999776482582	0.41999998688697815	0.14000000059604645	0.10000000149011612	-1.0	-2.0
YNL216W	-0.28999999165534973	-0.27000001072883606	-0.5099999904632568	-0.8100000023841858	-0.7099999785423279	-2.119999885559082	-1.0299999713897705
YPR136C	0.03999999910593033	-0.25	-0.6200000047683716	-0.8399999737739563	-0.6000000238418579	-2.0	-1.149999976158142
YOL053C	-0.11999999731779099	-0.17000000178813934	0.07999999821186066	0.8799999952316284	0.9100000262260437	2.5199999809265137	1.7799999713897705
YBR191W	0.07000000029802322	-0.25	0.05999999865889549	-0.25	-0.5600000023841858	-1.7400000095367432	-2.640000104904175
YPR137W	0.07000000029802322	-0.17000000178813934	-0.20000000298023224	-0.8899999856948853	-0.9200000166893005	-1.690000057220459	-2.940000057220459
YOL127W	0.1899999976158142	-0.23000000417232513	0.14000000059604645	-0.20000000298023224	-0.11999999731779099	-1.4700000286102295	-2.0
YER131W	0.3700000047683716	0.14000000059604645	0.46000000834465027	0.03999999910593033	-0.009999999776482582	-1.3600000143051147	-2.4700000286102295
YLR212C	0.029999999329447746	-0.23000000417232513	0.10000000149011612	-0.3799999952316284	-0.6399999856948853	-1.6399999856948853	-2.059999942779541
YOR374W	0.0	0.5	0.3400000035762787	1.0099999904632568	1.3200000524520874	2.4800000190734863	2.4800000190734863
YDR513W	0.07000000029802322	0.07000000029802322	0.28999999165534973	0.3100000023841858	0.8199999928474426	2.2100000381469727	1.840000033378601
YMR121C	0.3400000035762787	-0.03999999910593033	0.3400000035762787	0.3100000023841858	-0.10000000149011612	-1.3600000143051147	-2.4700000286102295
YLR142W	-0.18000000715255737	-0.4699999988079071	-0.49000000953674316	-0.27000001072883606	-0.20000000298023224	0.5299999713897705	2.4200000762939453
YER065C	0.11999999731779099	0.1599999964237213	0.550000011920929	0.07999999821186066	-0.15000000596046448	0.5400000214576721	3.700000047683716
YLR216C	0.36000001430511475	0.23999999463558197	0.2800000011920929	0.2800000011920929	0.14000000059604645	2.109999895095825	1.2599999904632568
YDR516C	-0.14000000059604645	0.2800000011920929	0.41999998688697815	0.7799999713897705	0.7099999785423279	2.299999952316284	1.0099999904632568
YLR217W	0.20999999344348907	0.14000000059604645	-0.20000000298023224	-0.09000000357627869	0.029999999329447746	2.0999999046325684	1.5700000524520874
YFL014W	-0.15000000596046448	0.38999998569488525	0.6200000047683716	1.5800000429153442	2.25	3.5999999046325684	3.4200000762939453
YER067W	-0.05999999865889549	0.15000000596046448	0.7599999904632568	1.0399999618530273	0.3700000047683716	3.240000009536743	2.5899999141693115
YLL041C	-0.03999999910593033	-0.10000000149011612	0.5	1.0700000524520874	1.4199999570846558	2.5299999713897705	2.5999999046325684
YBL099W	0.3400000035762787	0.3700000047683716	0.949999988079071	0.6000000238418579	1.1200000047683716	1.399999976158142	2.1700000762939453
YFR031BC	0.25999999046325684	0.25999999046325684	0.7699999809265137	0.0	-0.03999999910593033	-1.3600000143051147	-2.180000066757202
YPL183C	-0.18000000715255737	-0.17000000178813934	-0.3799999952316284	-0.6899999976158142	-0.7900000214576721	-2.180000066757202	-1.3200000524520874
YPL256C	-0.009999999776482582	-0.10000000149011612	-0.44999998807907104	-0.8100000023841858	-1.090000033378601	-0.5099999904632568	-2.119999885559082
YDR447C	0.05999999865889549	-0.17000000178813934	-0.23000000417232513	-0.49000000953674316	-0.30000001192092896	-1.7899999618530273	-2.059999942779541
YNL002C	-0.09000000357627869	-0.3799999952316284	-0.25	-1.1799999475479126	-0.8899999856948853	-2.8399999141693115	-2.4000000953674316
YLR075W	0.10999999940395355	0.07999999821186066	0.10000000149011612	-0.18000000715255737	-0.10000000149011612	-0.9399999976158142	-2.25
YLR076C	0.20999999344348907	-0.03999999910593033	0.10000000149011612	0.07000000029802322	-0.3199999928474426	-1.5099999904632568	-2.319999933242798
YLR149C	-0.25	-0.11999999731779099	-0.18000000715255737	0.5899999737739563	0.28999999165534973	2.509999990463257	2.75
YLL044W	0.28999999165534973	0.009999999776482582	-0.17000000178813934	-0.4300000071525574	-0.7099999785423279	-2.119999885559082	-2.559999942779541
YLR432W	0.36000001430511475	0.25999999046325684	0.38999998569488525	-0.28999999165534973	-0.3400000035762787	-1.840000033378601	-2.180000066757202
YLL045C	0.1899999976158142	-0.17000000178813934	-0.09000000357627869	-0.10000000149011612	-0.10000000149011612	-1.940000057220459	-3.059999942779541
YKR097W	-0.11999999731779099	-0.18000000715255737	0.4300000071525574	-0.09000000357627869	-0.25	0.4099999964237213	3.880000114440918
YDR449C	-0.07000000029802322	-0.30000001192092896	-0.2199999988079071	-0.6700000166893005	-0.6200000047683716	-1.840000033378601	-2.25
YMR056C	-0.20000000298023224	-0.20000000298023224	0.2800000011920929	0.2800000011920929	0.699999988079071	1.2899999618530273	2.2100000381469727
YKL067W	-0.05999999865889549	-0.20000000298023224	-0.10000000149011612	0.3700000047683716	0.5799999833106995	2.109999895095825	0.9300000071525574
YJL089W	-0.6399999856948853	-0.3400000035762787	-0.25	-0.18000000715255737	-0.25	1.1200000047683716	3.0299999713897705
YGR243W	-0.3400000035762787	-0.28999999165534973	-0.3799999952316284	-0.20000000298023224	-0.41999998688697815	3.180000066757202	2.5
YGR244C	0.03999999910593033	0.2800000011920929	0.7699999809265137	0.9599999785423279	1.4800000190734863	2.380000114440918	2.059999942779541
YBR051W	-0.15000000596046448	0.1899999976158142	0.0	-0.4000000059604645	-0.9399999976158142	0.33000001311302185	2.6500000953674316
YBR052C	-0.4699999988079071	0.0	0.7200000286102295	1.1100000143051147	0.550000011920929	2.2200000286102295	1.2799999713897705
YAR073W	0.3199999928474426	0.46000000834465027	0.5	-0.09000000357627869	-0.4699999988079071	-1.690000057220459	-2.25
YOR019W	-0.3199999928474426	0.10999999940395355	0.7099999785423279	-0.3199999928474426	0.07999999821186066	1.6699999570846558	2.1500000953674316
YNL009W	-0.05999999865889549	-0.5799999833106995	0.009999999776482582	-0.14000000059604645	-0.17000000178813934	1.3200000524520874	2.200000047683716
YGR174C	-0.20000000298023224	-0.18000000715255737	0.10999999940395355	0.3199999928474426	0.44999998807907104	2.200000047683716	1.809999942779541
YDR012W	0.10999999940395355	0.14000000059604645	0.2800000011920929	0.11999999731779099	0.009999999776482582	-1.090000033378601	-2.180000066757202
YLR367W	0.4099999964237213	0.36000001430511475	0.3799999952316284	0.07000000029802322	-0.09000000357627869	-1.3200000524520874	-2.180000066757202
YGR248W	-0.30000001192092896	-0.4000000059604645	0.4399999976158142	0.6800000071525574	1.409999966621399	4.079999923706055	2.450000047683716
YJR041C	-0.029999999329447746	-0.5799999833106995	-0.28999999165534973	-0.9200000166893005	-0.9700000286102295	-2.0	-2.0
YOR161C	-0.03999999910593033	0.1899999976158142	0.44999998807907104	0.8600000143051147	0.6600000262260437	2.200000047683716	1.2799999713897705
YOR234C	0.07999999821186066	0.07999999821186066	-0.11999999731779099	-0.36000001430511475	-0.49000000953674316	-1.690000057220459	-2.319999933242798
YBL027W	0.03999999910593033	0.009999999776482582	0.38999998569488525	-0.17000000178813934	-0.27000001072883606	-1.1200000047683716	-2.4700000286102295
YOR309C	0.20000000298023224	0.029999999329447746	0.23999999463558197	-0.6399999856948853	-0.3799999952316284	-2.119999885559082	-2.940000057220459
YGL076C	0.07000000029802322	-0.41999998688697815	-0.029999999329447746	-0.7900000214576721	-0.8399999737739563	-1.690000057220459	-2.8399999141693115
YPR144C	0.10000000149011612	0.14000000059604645	-0.03999999910593033	-1.1799999475479126	-1.1200000047683716	-1.690000057220459	-2.119999885559082
YHR087W	-0.41999998688697815	-0.41999998688697815	-0.10000000149011612	0.10000000149011612	0.8999999761581421	2.9700000286102295	0.9599999785423279
YGL078C	-0.009999999776482582	-0.25	0.3199999928474426	-0.8399999737739563	-0.8399999737739563	-1.4700000286102295	-2.4700000286102295
YHR089C	-0.20000000298023224	-0.3400000035762787	-0.14000000059604645	-0.7099999785423279	-0.4699999988079071	-2.180000066757202	-2.640000104904175
YOR095C	-0.03999999910593033	-0.05999999865889549	0.1599999964237213	-0.8100000023841858	-0.7900000214576721	-2.119999885559082	-0.20000000298023224
YPR149W	0.1599999964237213	0.10999999940395355	0.38999998569488525	0.8100000023841858	0.9200000166893005	2.0299999713897705	2.2899999618530273
YDL130W	0.15000000596046448	-0.09000000357627869	0.23999999463558197	0.07000000029802322	0.03999999910593033	-0.6200000047683716	-2.25
YLR009W	0.10000000149011612	-0.28999999165534973	-0.23000000417232513	-0.7599999904632568	-0.8600000143051147	-1.7899999618530273	-2.180000066757202
YDL204W	-0.36000001430511475	0.9300000071525574	-0.5099999904632568	0.2800000011920929	0.07999999821186066	4.03000020980835	3.0999999046325684
YDR165W	0.3199999928474426	0.25999999046325684	0.4000000059604645	-0.6899999976158142	-0.9700000286102295	-2.0	-1.600000023841858
YEL040W	0.20999999344348907	0.4000000059604645	0.550000011920929	-0.5799999833106995	-0.8100000023841858	-1.1799999475479126	-2.119999885559082
YGR103W	0.15000000596046448	-0.05999999865889549	0.3199999928474426	-0.9200000166893005	-1.1200000047683716	-1.6399999856948853	-2.559999942779541
YLR150W	0.38999998569488525	-0.029999999329447746	-0.03999999910593033	-0.05999999865889549	-0.30000001192092896	-0.7400000095367432	-2.25
YDL208W	0.03999999910593033	-0.15000000596046448	0.03999999910593033	-0.5799999833106995	-0.4699999988079071	-2.119999885559082	-2.640000104904175
YDR450W	0.4399999976158142	0.10000000149011612	0.10999999940395355	-0.36000001430511475	-0.09000000357627869	-1.3200000524520874	-2.0
YDL063C	-0.029999999329447746	-0.029999999329447746	-0.27000001072883606	-0.9200000166893005	-1.059999942779541	-1.5099999904632568	-2.059999942779541
YFR053C	0.1899999976158142	0.33000001311302185	0.4000000059604645	0.9900000095367432	1.4800000190734863	2.5299999713897705	0.3700000047683716
YMR131C	0.20999999344348907	0.10999999940395355	0.3199999928474426	-0.41999998688697815	-0.8399999737739563	-1.3200000524520874	-2.559999942779541
YDL136W	-0.07000000029802322	-0.009999999776482582	-0.03999999910593033	-0.3799999952316284	-0.2199999988079071	-1.559999942779541	-2.559999942779541
YKL141W	0.36000001430511475	0.1599999964237213	0.6299999952316284	0.7699999809265137	1.1399999856948853	1.9700000286102295	2.640000104904175
YER074W	0.20000000298023224	0.03999999910593033	0.4099999964237213	-0.14000000059604645	-0.36000001430511475	-1.1200000047683716	-2.180000066757202
YKL142W	-0.05999999865889549	0.23000000417232513	0.23000000417232513	0.5	1.0199999809265137	2.4800000190734863	1.1399999856948853
YLR080W	-0.41999998688697815	-0.5600000023841858	-0.20000000298023224	0.23000000417232513	0.0	2.2799999713897705	1.4299999475479126
YFR055W	0.0	0.10999999940395355	-0.05999999865889549	-0.8399999737739563	-0.8899999856948853	-0.6000000238418579	-2.25
YKL217W	-0.49000000953674316	-0.07000000029802322	0.03999999910593033	-0.3400000035762787	0.11999999731779099	3.5299999713897705	3.809999942779541
YDR382W	0.10000000149011612	0.15000000596046448	0.10000000149011612	0.05999999865889549	0.03999999910593033	-0.6000000238418579	-2.4000000953674316
YDR529C	0.18000000715255737	0.029999999329447746	0.3799999952316284	0.8600000143051147	0.8199999928474426	2.180000066757202	2.549999952316284
YDR384C	0.03999999910593033	-0.15000000596046448	-0.36000001430511475	-1.090000033378601	-1.600000023841858	-1.4700000286102295	-2.180000066757202
YLR441C	0.07999999821186066	0.05999999865889549	0.15000000596046448	-0.25	0.009999999776482582	-0.6399999856948853	-2.180000066757202
